Date/Time,Tweets,Account
12:28 PM - 8 Jul 2016,"#ButchoyPH lumabas na sa PAR, southwest monsoon magpapaulan sa malaking bahagi ng bansa ngayong Sabado #TambayanSaRadyo",
7:36 AM - 8 Jul 2016,Hindi lang pagbaha kundi kabi-kabilang sakuna sa iba't ibang probinsya ang idinulot ng pagpapaigting ng bagyong #ButchoyPH sa Habagat.,
5:17 AM - 8 Jul 2016,"May lakas ng hangin na 150 km. per hour, bugsong 185 km. per hour at kilos pa-northwest sa bilis na 12 km. per hour si #ButchoyPH.",
5:16 AM - 8 Jul 2016,Pinalalakas pa rin ng dating Bagyong #ButchoyPH ang hanging habagat kaya posible pa rin ang landslides at flash floods sa Luzon.,
3:31 AM - 8 Jul 2016,Lumabas na sa PAR ang #ButchoyPH. Ibinaba na ng PAGASA ang lahat ng storm warning signals.,
1:39 AM - 8 Jul 2016,Tuluyan ng nakatawid ng Southern Taiwan ang bagyong #ButchoyPH palayo ng Pilipinas I @dost_pagasa,
1:36 AM - 8 Jul 2016,#IMReady: Nakalabas na ng PAR ang bagyong #ButchoyPH kaninang alas tres ng hapon.,
12:47 AM - 8 Jul 2016,PAGASA: #ButchoyPH nasa labas na ng Philippine Area of Responsibility.,
12:43 AM - 8 Jul 2016,Matinding baha ang inabot ng iba't ibang lugar dahil sa ulang dala ng habagat na pinaigting ni #ButchoyPH,
11:01 PM - 7 Jul 2016,Itinaas ng @NDRRMC_OpCen ang risk alert level sa “blue code” dahil sa Habagat na pinaigting ng TY #ButchoyPH.,
10:58 PM - 7 Jul 2016,Lalo pang humina ang bagyong #ButchoyPH pagtama sa Taiwan;Inaasahang lalabas ito ng PAR ngayong hapon I @dost_pagasa,
8:07 PM - 7 Jul 2016,PAGASA: Lalabas ng PAR si #ButchoyPH mamayang hapon. Sa Lunes o Martes pa bubuti ang panahon http://cnn.ph/29smC9r ,
8:05 PM - 7 Jul 2016,"#TV5AksyonsaTanghali | Bagyong #ButchoyPH, posibleng lumabas na ng PAR ngayong hapon. Umaaksyon LIVE si @PatMangune",
8:01 PM - 7 Jul 2016,"#ButchoyPH, nagdulot ng malakas na pag-ulan | Balitaan live http://cnn.ph/1LXc9jG ",
7:06 PM - 7 Jul 2016,PAGASA (11:00 AM) #ButchoyPH SIGNAL NO. 1 Batanes Group of Islands,
6:21 PM - 7 Jul 2016,"Hanggang tuhod na baha sa Kingsville Executive Village, Marcos Highway, Antipolo, Rizal #ButchoyPH",
5:56 PM - 7 Jul 2016,#ATM Baha sa Sumulong highway patungo sa SSS Village @MarikinaPIO City #ButchoyPH I via RH24 @edmarestabillo,
5:16 PM - 7 Jul 2016,"#ATM Baha sa bahagi ng Apostolic Nuncio sa Taft Avenue, Maynila #ButchoyPH I via RH06 @sherwinalfaro",
7:41 PM - 31 Jul 2016,WEATHER UPDATE(11AM): Tuluyan ng nakalabas ng Philippine Area of Responsibility ang bagyong #CarinaPH I @dost_pagasa,
7:34 PM - 31 Jul 2016,"11AM: Nasa 330km NW ng Laoag, Ilocos Norte ang #CarinaPH. Nasa labas na po 'yan ng PAR - @dost_pagasa",
6:01 PM - 31 Jul 2016,"As of 7AM, huling namataan ang bagyong #CarinaPH sa layong 270 km, Northwest ng Laoag City, Ilocos Norte I @dost_pagasa",
6:03 PM - 31 Jul 2016,"Taglay ng bagyo ang lakas ng hangin na 105 kph, pagbugso na 135 kph at kumikilos sa direksyong Northwest sa bilis na 24 kph I @dost_pagasa",
6:04 PM - 31 Jul 2016,"TCWS No. 1 (8AM): Ilocos Norte, Northern Cagayan kabilang ang Babuyan Group of Islands, Apayao, Abra, at Ilocos Sur I @dost_pagasa",
4:37 PM - 31 Jul 2016,"#CarinaPH TCWS No.1 Luzon: Ilocos Norte, Northern Cagayan including Babuyan Group of Islands, Apayao. Abra, and Ilocos Sur.",
1:25 PM - 31 Jul 2016,"UPDATE: Huling namataan ang bagyong #CarinaPH sa 145 km hilaga-hilagang kanluran ng Laoag City, Ilocos Norte kaninang 4:00 a.m.",
12:12 PM - 31 Jul 2016,#CarinaPH Signal No. 1 nakataas sa: -La Union -Pangasinan -Benguet -Ifugao -Mt. Province -Nueva Vizcaya -Isabela,
12:10 PM - 31 Jul 2016,#CarinaPH Signal No. 2 nakataas sa: -Ilocos Norte -Ilocos Sur -Cagayan including Babuyan Group of Islands -Apayao -Kalinga -Abra,
7:26 AM - 31 Jul 2016,Taglay ng bagyong #CarinaPH ang lakas ng hanging aabot sa 100 kph malapit sa gitna at pagbugsong aabot sa 130 kph.,
7:26 AM - 31 Jul 2016,"As of 10 PM: Namataan ang sentro ng bagyo sa layong 85 km, kanluran hilagang-kanluran ng Aparri, Cagayan.",
7:29 AM - 31 Jul 2016,"(1/2) Nakataas pa rin ang Tropical Cyclone Warning Signal No. 02 sa Ilocos Norte, Ilocos Sur, Cagayan, kabilang ang Babuyan Group of Islands",
7:30 AM - 31 Jul 2016,"(1/2) Nakataas naman ang Tropical Cyclone Warning Signal No. 01 sa Batanes Group of Islands, La Union, Pangasinan, Benguet, Ifugao,",
7:14 AM - 31 Jul 2016,"TCWS #1 : Batanes Group of Island, La Union, Pangasinan, Benguet, Ifugao, Mt. Province, Nueva Vizcaya, and Isabela #CarinaPH",
11:59 PM - 30 Jul 2016,"Bagyong Carina, nag-landfall na sa Cagayan province - DZIQ Radyo Inquirer 990AM",
11:58 PM - 30 Jul 2016,"WEATHER UPDATE: (2PM) Huling namataan ang bagyong #CarinaPH 70 km East ng Tuguegarao City, Cagayan I @dost_pagasa",
12:01 AM - 31 Jul 2016,"Taglay ng bagyo ang lakas ng hangin na 95kph, pagbugso na 120kph at kumikilos sa direksyong West Northwest sa bilis na 20kph I @dost_pagasa",
12:02 AM - 31 Jul 2016,"1/2 TCWS No. 2 (2PM): Isabela, Ilocos Norte, Ilocos Sur, Apayao, Mt. Province, Ifugao, Kalinga, Abra at Cagayan kabilang ang Babuyan Group of Islands",
12:02 AM - 31 Jul 2016,"TCWS No. 1(2PM): Batanes Group of Islands, Benguet, La Union, Nueva Vizcaya, Quirino, Pangasinan, Nueva Ecija at Aurora I @dost_pagasa",
3:38 AM - 26 Aug 2016,#DindoPH: May lakas ang hangin na nasa 160 kph malapit sa gitna at bugsong umaabot sa 195 kph.,
3:48 AM - 24 Aug 2016,#DindoPH: Abot ang lakas ng hangin nitong nasa 150 kph malapit sa gitna. May bugsong aabot sa 185 kph.,
9:51 PM - 23 Aug 2016,"#DindoPH taglay ang lakas ng hanging 130 kph malapit sa gitna, pagbugsong umaabot sa 160 kph | via @dost_pagasa",
9:42 PM - 23 Aug 2016,"JUST IN: Ganap na bagyo na ang LPA na binabantayan ng @dost_pagasa sa loob ng PAR,pinangalanan itong bagyong ""Dindo""",
9:44 PM - 23 Aug 2016,"#UPDATE As of 12PM, huling namataan ang bagyong #DindoPh 1,200 km East Northeast ng Itbayat, Batanes I @dost_pagasa",
6:09 PM - 1 Sep 2016,Wala nang bagyo sa loob ng PHL Area of Responsibility ngayong Biyernes. Lumabas na kagabi ng PAR ang #EntengPH.,
5:28 PM - 31 Aug 2016,"Huling nakita ng @dost_pagasa ang TD #EntengPH sa 695km NE ng Itbayat, #Batanes.",
5:29 PM - 31 Aug 2016,"May lakas na 55 kph malapit sa gitna ang TD #EntengPH, at kikilos pa-Northeast nang 18kph.",
7:11 PM - 14 Aug 2016,#EarthquakePH #EarthquakeQuezon Earthquake Information No. 1 Date and Time: 15 Aug 2016 : 10:50 AM Magnitude = 4.0,
4:56 AM - 27 Jul 2016,#EarthquakePH #EarthquakeLeyte Earthquake Information No. 1 Date and Time: 27 Jul 2016 - 08:12 PM Magnitude = 3.1,
10:10 AM - 25 Jul 2016,#EarthquakePH #EarthquakeCebu Earthquake Information No. 1 Date and Time: 26 Jul 2016 - 01:56 AM Magnitude = 2.1,
1:55 PM - 21 May 2016,#EarthquakePH #EarthquakeAbra Earthquake Information No. 1 Date and Time: 22 May 2016 - 05:36 AM Magnitude = 2.2,
1:26 AM - 2 Sep 2016,"Kalamansig, Sultan Kudarat, niyanig ng magnitude 5.0 na lindol; Intensity II, naramdaman sa General Santos City.",
1:53 AM - 23 Aug 2016,"San Policarpo, Eastern Samar, niyanig ng magnitude 4.1 na lindol ngayong 5:23pm. | via @phivolcs_dost",
10:01 AM - 16 Aug 2016,"FLASH: Magnitude 4.4 na lindol yumanig sa Burdeos, Quezon | via @phivolcs_dost",
2:31 PM - 15 Aug 2016,"Sinait, Ilocos Sur, niyanig ng magnitude 3.5 na lindol kaninang 4:33 ng umaga. Naramdaman ang Intensity 1 sa Sinait. | @phivolcs_dost",
4:34 AM - 15 Aug 2016,Antique at Iloilo niyanig ng magnitude 5.1 na lindol - DZIQ Radyo Inquirer 990AM https://shar.es/1ZVkqG  via @sharethis,
4:07 AM - 15 Aug 2016,"@phivolcs_dost: Valderrama, Antique, niyanig ng magnitude 5.1 na lindol kaninang 7:32pm.",
4:07 AM - 15 Aug 2016,Just in: Antique niyanig ng magnitude 5.1 na lindol ayon sa Philvocs,
8:03 PM - 14 Aug 2016,"Quezon, niyanig ng magnitude 4.0 na lindol - DZIQ Radyo Inquirer 990AM",
7:35 PM - 14 Aug 2016,"FLASH: Magnitude 4.0 na lindol, tumama sa Burdeos, Quezon kaninang 10:50 a.m., ayon kay Dr. Renato Solidum, Jr.",
7:34 PM - 14 Aug 2016,"Polilio, Quezon, niyanig ng magnitude 4 na lindol | via @dzmmRP45",
8:01 PM - 13 Aug 2016,JUST IN: Magnitude 2.5 lindol tumama sa Naval (Biliran) http://fb.me/vBO3sGHN  I @phivolcs_dost,
12:39 AM - 14 July 2016,Via @phivolcs_dost: No expected damage from 6.1-magnitude #earthquakePH off Davao Occidental; aftershocks expected:,
2:33 AM - 18 October 2016,"Nasawi sa #earthquakePH, umabot na sa 173",
7:35 PM - 31 Dec 2014,"Bago magpalit ang taon, naging low pressure area na lang muli ang Bagyong #SeniangPH, ayon sa @dost_pagasa.",@IMReadyPH
12: 58 PM - 4 Jan 2015,Humina at isa na lang LPA ang #SeniangPH. Huli itong namataan ng @dost_pagasa sa 210 km SSE ng Puerto Princesa City.,@IMReadyPH
12:27 PM - 4 Jan 2015,"9 barangay sa Alcantara, Cebu, isolated dahil sa pagbahang may kasamang putik dulot ng Bagyong #SeniangPH #UnangHirit",@UnangHirit
8:45 AM - 4 Jan 2015,"29 patay sa landslide sa Samar, Leyte #SeniangPH",@ABSCBNNews
6:56 AM - 4 Jan 2015,"Lalo pang humina ang Bagyong #SeniangPH, isa na lamang itong LPA ngayon, ayon sa @dost_pagasa. | via @wengsalvacion @dzbb",@gmanews
11:40 PM - 30 Dec 2014,#SeniangPH Signal No. 1 (4:30 PM) Southern Palawan,@IMReadyPH
11:11 PM - 30 Dec 2014,"Bilang ng namatay sa pananalasa ng bagyong #SeniangPH ,umakyat na sa 57; mahigit 50,000 na pamilya, apektado ng bagyo.",@dzbb
9:41 PM - 30 Dec 2014,"#SeniangPH UPDATE: As of 12:00 NN, huli itong namataan ng @dost_pagasa sa layong 250 km timog ng Cuyo, Palawan.",@IMReadyPH
7:20 PM - 30 Dec 2014,"52,000 pamilya, naapektuhan ng bagyong #SeniangPH, ayon sa @NDRRMC_OpCen. | via @glenjuego",@gmanews
7:21 PM - 30 Dec 2014,Aabot na sa 26 ang sugatan habang 8 pa ang nawawala sa pananalasa ng bagyong #SeniangPH. – @NDRRMC_OpCen | via @glenjuego,@gmanews
1:27 PM - 30 Dec 2014,"#SeniangPH, nananatili ang lakas; Palawan, signal no. 2",@DZMMTeleRadyo
12:56 PM - 30 Dec 2014,NDRRMC: 21 na ang kumpirmadong patay sa pananalasa ng Bagyong #SeniangPH sa Visayas at Mindanao #UnangHirit,@UnangHirit
12:34 PM - 30 Dec 2014,"Bagyong #SeniangPH, huling na-monitor ng @dost_pagasa sa layong 150 km southwest ng Cuyo, Palawan.",@dzbb
5:53 AM - 30 Dec 2014,"#SeniangPH Signal no. 1 Luzon: Calamian Group of Islands Visayas: Guimaras, Antique and Southern Iloilo",@InqNational
5:51 AM - 30 Dec 2014,"#SeniangPH Signal no. 2 Luzon: Cuyo Island and Palawan, via @dost_pagasa",@InqNational
5:14 AM 30 Dec 2014,"#AksyonTonite: Bilang ng nasawi dahil sa Bagyong #SeniangPH, umabot na sa 21 ayon sa NDRRMC",@News5AKSYON
4:46 AM - 30 Dec 2014,"4 ang nawawala sa Bohol, 4 sa Cebu, 1 sa Bukidnon at 1 sa Agusan del Norte; 17 katao ang naitalang nasugatan. | @_jamesagustin #SeniangPH",@gmanews
11:20 AM - 23 Oct 2015,"(Oct. 23, 2015) NDRRMC: Update sa pinsala ng #LandoPH 2 provinces, 1 city, 9 municipalities under state of calamity @NDRRMC_OpCen",@dzrhnews
5:20 AM - 23 Oct 2015,"Low pressure area [dating bagyong #LandoPH], huling namataan sa layong 285 km silangan ng Basco, Batanes, ayon sa @dost_pagasa.",@dzbb
5:29 AM - 23 Oct 2015,"Bagyong #LandoPH, pinakamapaminsala sa mga bagyo na tumama sa bansa ngayong taon. #DobolBBalitangBalita",@dzbb
5:03 AM - 8 June 2016,"Baha sa Maysilo, Mandaluyong magtatagal pa https://shar.es/1JrteK  | @jay_dones",@dzlQ990
11:19 PM - 6 Jun 2016,"Trapik, baha resulta ng biglaang pag-ulan - DZIQ Radyo Inquirer 990AM https://shar.es/1JWy5i  | @jay_dones",@dzlQ990
8:02 AM - 23 Dec 2015,"Ilang bahagi ng Mandaluyong, baha pa rin ilang araw na lang bago ang Pasko | via @sherwinalfaro @MandaluyongPIO",@dzrhnews
1:06 AM 16 Dec 2015,PAGASA: #BagyongNona Signal no. 2 Bataan Southern Zambales Batangas Cavite Lubang Island,@NewsLightTV
1:04 AM 16 Dec 2015,PAGASA: #BagyongNona Signal no. 2 Bulacan Pampanga Tarlac Rest of Zambales,@NewsLightTV
1:04 AM - 16 Dec 2015,"PAGASA: #BagyongNona Signal no. 1:Metro Manila,Laguna,Rizal,Northern Occidental Mindoro,Northern Oriental Mindoro",@NewsLightTV
3:30 AM - 15 Dec 2015,"Signal #3: Oriental Mindoro, Occidental Mindoro, Lubang Island",@PatnubayOnline
3:30 AM - 15 Dec 2015,"Signal #2: Batangas, Cavite, Marinduque",@PatnubayOnline
3:30 AM - 15 Dec 2015,Signal #2: Romblon at Calamian Group of Islands,@PatnubayOnline
3:31 AM - 15 Dec 2015,"Signal #1: Metro Manila, Bataan, Southern Zambales, Bulacan, Laguna",@PatnubayOnline
3:31 AM - 15 Dec 2015,"Signal #1: Rizal, Quezon, Northern Palawan, Cuyo Island at Antique",@PatnubayOnline
2:13 PM - 14 Dec 2015,Higit 500 pasahero #stranded sa #Batangas Port dahil sa Bagyong Nona.#bagyongnona,@TV5manila
6:36 PM - 14 Dec 2015,Wala ng supply ng kuryente sa ilang bahagi ng Sibuyan Island #bagyongnona,@rpost2015
6:24 PM - 14 Dec 2015,"Naramdaman na sa San Fernando, Romblon ang malakas na ulan na may kasamang hangin #bagyongnona",@rpost2015
2:44 AM - 6 Jan 2016,"Mga kalsada sa Infanta, Quezon, sira pa rin matapos matabunan ng landslides noong bagyong #NonaPH",@TVPatrol
5:29 AM - 29 Dec 2015,"Tatlong Islang sinalanta ni bagyong ‪#‎NonaPH‬ sa Romblon, patuloy na bumabangon. Mga residente, mag diriwang ng bagong taong walang kuryente",@RomblonNews
9:34 AM - 28 Dec 2015,"100% ng Sibale Island, Romblon, winasak ng bagyong #NonaPH; tulong, kailangang-kailangan",@DZMMTeleRadyo
2:46 AM - 29 Dec 2015,"Bagsik ng bagyong #NonaPH, pagbagsak ng kisame sa sinehan, at pananakit sa bata, ilan sa ibinahagi ng Bayan Patrollers",@TVPatrol
2:08 AM - 25 Dec 2015,Inabutan na ng pasko ang bahang dulot ng Bagyong #NonaPH sa Bulacan,@24OrasGMA
5:53 AM - 23 Dec 2015,"Pinsala ni #NonaPH sa Sibale Romblon, halos sariwa parin isang linggo matapos na manalasa ang bagyo",@RomblonNews
2:17 AM - 23 Dec 2015,"Ang mga taga-Corcuera, Romblon, hirap pa ring bumangon mula sa pananalasa ni #NonaPH",@24OrasGMA
11:10 PM - 22 Dec 2015,"Nagbigay ng tulong na nagkakahalagang P100,000 ang LGU-Odiongan sa tatlong islang nasalanta ng bagyong #NonaPH.",@RomblonNews
10:40 PM - 22 Dec 2015,"Pagpapailaw sa bayan ng Corcuera, maaring abutin pa ng 2 buwan; ayon kay Vice Mayor Elmer Fruelda #NonaPH",@GMAnewsbreaking
12:36 AM - 22 Dec 2015,"Nasawi sa #NonaPH, umabot na sa 42",@DZAR1026
7:12 AM - 21 Dec 2015,"Emergency shelter repair para sa mga nasalanta ng bagyong #NonaPH, tiniyak ng DSWD",@DZMMTeleRadyo
6:34 AM - 21 Dec 2015,"Balot ng putik ang ilang lugar sa Baco, Oriental Mindoro na nakaranas ng lagpas-taong baha nang manalasa ang Bagyong #NonaPH.",@saksi
6:34 AM - 22 Dec 2015,"Wala na ang Bagyong #OnyokPH o Bagyong #NonaPH pero baha pa rin sa Baler, Aurora dulot ng ulan dahil sa amihan at cold front.",@saksi
2:34 AM - 21 Dec 2015,"Halos 10,000 nasalanta ng Bagyong #NonaPH ang nahatiran ng tulong ng Operation Bayanihan ng @gmakf",@24OrasGMA
2:31 AM - 21 Dec 2015,"#KapusongTotoo: Ang ating Operation Bayanihan, agad nagsadya sa mga nasalanta ng Bagyong #NonaPH sa Matnog, Sorsogon.",@24OrasGMA
10:33 PM - 20 Dec 2015,NDRRMC: 40 patay dahil sa bagyong #NonaPH,@BalitaNgayon
10:07 PM - 20 Dec 2015,Death toll sa bagyong #NonaPH tataas pa sa kasalukuyang 40 katao,@NewsCentralPH
2:11 PM - 20 Dec 2015,"Pinsala ng bagyong #NonaPH, mahigit ₱3-B na. #SuperBalitaSaUmagaNationwide",@dzbb
1:59 Pm - 20 Dec 2015,"Sa kabuoan 430,801 pamilya ang nailikas, 17,808 ang nasa evacuation centers na 288",@dwiz882
7:37 AM - 19 Dec 2015,Posible raw na brownout sa Pasko sa ilang lugar sa Oriental Mindoro dahil sa lawak ng pinsala dulot ng #NonaPH.,@Balitanghali11
7:28 AM - 19 Dec 2015,"Bilang ng mga namatay sa bagyong #NonaPH, tumaas pa",@TVPatrol
9:53 AM - 18 Dec 2015,"Halaga ng pinsala sa imprastruktura ng bagyong #NonaPH, nasa mahigit P60 milyon na - ayon sa @DPWHph",@GMAnewsbreaking
7:25 PM - 18 Dec 2015,Mahigit 200 paaralan sa buong Oriental Mindoro ang napinsala ng Bagyong #NonaPH,@Balitanghali11
7:01 PM - 18 Dec 2015,Nasa state of calamity ngayon ang buong Pilipinas dahil sa pananalasa ng Bagyong #NonaPH.,@Balitanghali11
6:23 PM - 18 Dec 2015,NDRRMC: 42 kalsada at  21 tulay ang hindi pa rin madaanan dahil sa bagyong #NonaPH,@dwiz882
6:12 Pm - 18 Dec 2015,34 na ang kumpirmadong patay dahil sa bagyong #NonaPH ayon sa NDRRMC,@dwiz882
12:21 Pm - 18 Dec 2015,"PNoy, nagdeklara ng state of national calamity dahil sa hagupit ni #NonaPH",@GMAnewsbreaking
8:23 AM - 18 Dec 2015,"#NonaPH, nag-iwan sa Isabela ng higit P70-M pinsala sa agrikultura",@TVPatrol
4:41 AM - 18 Dec 2015,"State of Calamity, idineklara na sa lalawigan ng Romblon dahil sa iniwang pinsala ni #NonaPH.",@RomblonNews
4:23 AM - 18 Dec 2015,"Kumpara sa Bagyong #NonaPH, higit na mas mahina ang hanging dala ng Bagyong #OnyokPH.",@stateofdnation
3:47 AM - 18 Dec 2015,"Isa sa mga classrooms na nagiba dahil sa bagyong #NonaPH sa Pola, Oriental Mindoro",@BalitaNgayon
2:25 AM - 18 Dec 2015,"Mahigit P70-m, iniwang pinsala ng bagyong #NonaPH sa agrikultura",@TVPatrol
1:54 AM - 18 Dec 2015,"#TVPatrol Mahigit 1,500 pamilya na sinalanta ng bagyong #NonaPH, tumanggap ng tulong",@TVPatrol
1:52 AM - 18 Dec 2015,"#TVPatrol  Mga pamilyang lumikas, nagsisiuwian na #NonaPH",@TVPatrol
1:48 AM - 18 Dec 2015,"#TVPatrol Pola, Oriental Mindoro, isinailalim sa state of calamity dahil sa Bagyong #NonaPH",@TVPatrol
1:47 AM - 18 Dec 2015,"#TVPatrol 45,000 na bahay, sinira ng bagyong #NonaPH sa Oriental, Mindoro",@TVPatrol
1:46 AM - 18 Dec 2015,"#TVPatrol Libu-libong sako ng bigas, nabasa nang matuklap ang bubong ng mga bodega dahil sa bagyong #NonaPH",@TVPatrol
1:48 AM - 18 Dec 2015,#TVPatrol 11 patay noong kasagsagan ng bagyong #NonaPH sa Oriental Mindoro TVPatrol,@TVPatrol
1:45 AM - 18 Dec 2015,Baka mag- pasko sa dilim ang mga residente ng Northern Samar Na napuruhan ng Bagyong #NonaPH,@24OrasGMA
1:30 AM - 18 Dec 2015,"#TVPatrol PNoy, nagdeklara ng State of National Calamity para mapadali ang pagtugon sa pananalasa ng Bagyong #NonaPH",@TVPatrol
1:39 AM - 18 Dec 2015,Ilang bangka ang lumubog at nawasak nang manalasa ang Bagyong #NonaPH sa Northern Samar.,@24OrasGMA
1:39 AM - 18 Dec 2015,"#TVPatrol Ekta-ektaryang pananim sa bayan ng Candaba, napinsala #NonaPH",@TVPatrol
1:32 AM - 18 Dec 2015,5 ang nasawi at 2 ang nawawala  dahil sa landslide dala ng Bagyong #NonaPH.,@24OrasGMA
1:30 AM - 18 Dec 2015,Landslide ang pangunahing naminsala sa ilang bahagi ng Nueva Vizcaya at Nueva Ecija bunsod ng #NonaPH.,@24OrasGMA
12:56 AM - 18 Dec 2015,Higit 3000 na ang stranded na pasahero sa iba't-ibang pier dahil sa Bagyong #NonaPH.,@dzbb
12:24 AM - 18 Dec 2015,"Pinsalang dinulot ng #NonaPH, umabot sa higit P900 milyon",@DZAR1026
9:30 PM - 17 Dec 2015,"Mga residenteng naapektuhan ng malalakas na pag-ulan sa Aurora, umaapela ng ayuda",@BalitaNgayon
7:54 PM - 17 Dec 2015,Halos 500 na puno ng niyog ang nasira ni bagyong #NonaPH sa bayan ng Corcuera.,@RomblonNews
7:16 PM - 17 Dec 2015,Umakyat na sa 9 ang naitalang patay sa Oriental Mindoro dahil sa bagyong #NonaPH.,@Balitanghali11
7:03 PM -  17 Dec 2015,Sa Simara Island naman halos wasak rin ang mga bahay na malapit sa dalampasigan. #NonaPH,@RomblonNews
6:47 PM - 17 Dec 2015,Sinira ng malalakas ng hangin na dala ng #NonaPH ang ilang establisyemento sa Oriental Mindoro,@Balitanghali11
6:30 PM - 17 Dec 2015,Or. Mindoro Gov: 9 patay dahil kay #NonaPH,@DZMMTeleRadyo
6:24 PM - 17 Dec 2015,"40,000 bahay, winasak ng bagyong #NonaPH sa Oriental Mindoro",@bayanmo
5:57 PM - 17 Dec 2015,"NDRRMC Usec. Alexander Pama: 165,554 families ang nailikas dahil sa bagyong #NonaPH",@dwiz882
5:33 PM - 17 Dec 2015,Lima na ang namatay at dalawa ang nawawala sa Nueva Vizcaya dahil sa Bagyong #NonaPH,@gmanewsfacebok
4:29 PM - 17 Dec 2015,"Hindi pa man din tapos manalanta si #NonaPH, entrada naman ngayon si tropical depression #OnyokPH. Maghanda po tayo",@MartinRomualdez
1:44 PM - 17 Dec 2015,"Lima patay, dalawa nawawala sa pananalasa ng bagyong #NonaPH sa Alfonso, Castañeda, Nueva Vizacya. #UnangHirit",@UnangHirit
1:15 PM - 17 Dec 2015,"Malaking bahagi ng Gabaldon, N. Ecija, binaha",@TVPatrol
12:15 PM -  17 Dec 2015,6 naitalang patay sa pananalasa ni #NonaPH sa N. Samar,@TVPatrol
12:48 PM - 17 Dec 2015,PAGASA weather forecaster Jun Galang: Natunaw na po si #NonaPH kahapon. | via @dzbb,@gmanewsbreaking
1:00 PM - 17 Dec 2015,4 patay sa Oriental Mindoro dahil kay #NonaPH,@TVPatrol
8:39 PM - 16 Dec 2015,"#OnyokPH, tinutumbok ang Caraga, #NonaPH, LPA na lang",@DZMMTeleRadyo
7:45 PM - 16 Dec 2015,Walo na ang naitatalang patay sa pananalasa ng Bagyong #NonaPH na ngayo'y isa na lang low pressure area.,@Balitanghali11
